school_section,cca_grouping_desc,cca_generic_name,cca_customized_name,school_id
SECONDARY,PHYSICAL SPORTS,SWIMMING,na,211
SECONDARY,PHYSICAL SPORTS,TRACK AND FIELD,na,211
SECONDARY,PHYSICAL SPORTS,TABLE TENNIS,na,211
SECONDARY,PHYSICAL SPORTS,VOLLEYBALL,na,211
SECONDARY,PHYSICAL SPORTS,RHYTHMIC GYMNASTICS,na,211
SECONDARY,UNIFORMED GROUPS,GIRLS' BRIGADE,na,211
SECONDARY,UNIFORMED GROUPS,NATIONAL POLICE CADET CORPS,na,211
SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,na,211
SECONDARY,VISUAL AND PERFORMING ARTS,GUITAR ENSEMBLE,GUITAR ENSEMBLE,211
SECONDARY,VISUAL AND PERFORMING ARTS,GUZHENG ENSEMBLE,GUZHENG ENSEMBLE,211
SECONDARY,VISUAL AND PERFORMING ARTS,HANDBELL ENSEMBLE,HANDBELL ENSEMBLE,211
SECONDARY,VISUAL AND PERFORMING ARTS,HARP ENSEMBLE,HARP ENSEMBLE,211
SECONDARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,DANCE,211
SECONDARY,VISUAL AND PERFORMING ARTS,CHINESE DRAMA,D'ARTS (CL DRAMA),211
SECONDARY,VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,EL DRAMA,211
SECONDARY,VISUAL AND PERFORMING ARTS,CONCERT BAND,CONCERT BAND,211
SECONDARY,CLUBS AND SOCIETIES,"ENGLISH LANGUAGE, DRAMA AND DEBATING",DEBATE CLUB,211
SECONDARY,VISUAL AND PERFORMING ARTS,PHOTOGRAPHY,PHOTOGRAPHY CLUB,211
PRIMARY,PHYSICAL SPORTS,VOLLEYBALL,VOLLEYBALL,212
PRIMARY,UNIFORMED GROUPS,SCOUTS,SCOUTS,212
PRIMARY,UNIFORMED GROUPS,GIRL GUIDES (BROWNIES),GIRL GUIDES (BROWNIES),212
PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE ORCHESTRA,CHINESE ORCHESTRA,212
PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,CHOIR,212
PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE DANCE,CHINESE DANCE,212
PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,ART AND CRAFTS,212
PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE CALLIGRAPHY AND BRUSH PAINTING,CHINESE CALLIGRAPHY AND BRUSH PAINTING,212
PRIMARY,CLUBS AND SOCIETIES,CHINESE WEIQI,CHINESE WEIQI,212
PRIMARY,PHYSICAL SPORTS,WUSHU,WUSHU,212
PRIMARY,PHYSICAL SPORTS,BASKETBALL,BASKETBALL,212
PRIMARY,PHYSICAL SPORTS,TABLE TENNIS,TABLE TENNIS,212
PRIMARY,PHYSICAL SPORTS,TRACK AND FIELD,na,213
PRIMARY,PHYSICAL SPORTS,TABLE TENNIS,na,213
PRIMARY,PHYSICAL SPORTS,WUSHU,Wushu,213
PRIMARY,PHYSICAL SPORTS,RHYTHMIC GYMNASTICS,RHYTHMIC GYMNASTICS,213
PRIMARY,PHYSICAL SPORTS,TCHOUKBALL,na,213
PRIMARY,UNIFORMED GROUPS,BOYS' BRIGADE,na,213
PRIMARY,UNIFORMED GROUPS,GIRLS' BRIGADE,na,213
PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na,213
PRIMARY,VISUAL AND PERFORMING ARTS,GUITAR ENSEMBLE,na,213
PRIMARY,VISUAL AND PERFORMING ARTS,GUZHENG ENSEMBLE,na,213
PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE DANCE,na,213
PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE DRUMS,na,213
PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,na,213
PRIMARY,CLUBS AND SOCIETIES,CHINESE SOCIETY,na,213
PRIMARY,CLUBS AND SOCIETIES,ROBOTICS,na,213
SECONDARY,CLUBS AND SOCIETIES,JOURNALISM,Pei Hwa Times,214
SECONDARY,PHYSICAL SPORTS,BADMINTON,Badminton,214
SECONDARY,PHYSICAL SPORTS,BASKETBALL,Basketball,214
SECONDARY,PHYSICAL SPORTS,FOOTBALL,Football,214
SECONDARY,PHYSICAL SPORTS,TABLE TENNIS,Table Tennis,214
SECONDARY,PHYSICAL SPORTS,TAEKWONDO,Taekwondo,214
SECONDARY,PHYSICAL SPORTS,WUSHU,Wushu,214
SECONDARY,PHYSICAL SPORTS,FLOORBALL,Floorball,214
SECONDARY,UNIFORMED GROUPS,NATIONAL POLICE CADET CORPS,National Police Cadet Corps,214
SECONDARY,UNIFORMED GROUPS,NATIONAL CADET CORPS (LAND),National Cadet Corps,214
SECONDARY,UNIFORMED GROUPS,NATIONAL CIVIL DEFENCE CADET CORPS,National Civil Defence Cadet Corps,214
SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,Choir,214
SECONDARY,VISUAL AND PERFORMING ARTS,GUZHENG ENSEMBLE,Guzheng,214
SECONDARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,Dance,214
SECONDARY,VISUAL AND PERFORMING ARTS,CONCERT BAND,Symphonic Band,214
SECONDARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,Pei Hwa Art Council,214
SECONDARY,CLUBS AND SOCIETIES,ROBOTICS,Robotics Club,214
SECONDARY,OTHERS,STUDENT LEADERSHIP (COUNCIL),Student Council,214
SECONDARY,VISUAL AND PERFORMING ARTS,SPEECH AND DRAMA,DRAMA,214
SECONDARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),INFOCOMM CLUB,214
SECONDARY,PHYSICAL SPORTS,OUTDOOR ADVENTURE,OUTDOOR ACTIVITIES CLUB,214
PRIMARY,PHYSICAL SPORTS,BADMINTON,na,215
PRIMARY,PHYSICAL SPORTS,BASKETBALL,na,215
PRIMARY,PHYSICAL SPORTS,RUGBY,na,215
PRIMARY,PHYSICAL SPORTS,TABLE TENNIS,na,215
PRIMARY,UNIFORMED GROUPS,BOYS' BRIGADE,na,215
PRIMARY,UNIFORMED GROUPS,GIRLS' BRIGADE,na,215
PRIMARY,UNIFORMED GROUPS,GIRL GUIDES (BROWNIES),BROWNIES,215
PRIMARY,VISUAL AND PERFORMING ARTS,ANGKLUNG/KULINTANG ENSEMBLE,na,215
PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE ORCHESTRA,CHINESE ORCHESTRA,215
PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na,215
PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,na,215
SECONDARY,OTHERS,STUDENT LEADERSHIP (COUNCIL),na,216
SECONDARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),INFOCOMM CLUB,216
SECONDARY,UNIFORMED GROUPS,NATIONAL CADET CORPS (SEA),na,216
SECONDARY,PHYSICAL SPORTS,BASKETBALL,na,216
SECONDARY,PHYSICAL SPORTS,SOFTBALL,na,216
SECONDARY,PHYSICAL SPORTS,VOLLEYBALL,na,216
SECONDARY,UNIFORMED GROUPS,GIRL GUIDES,na,216
SECONDARY,UNIFORMED GROUPS,NATIONAL POLICE CADET CORPS,na,216
SECONDARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,na,216
SECONDARY,VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,na,216
SECONDARY,VISUAL AND PERFORMING ARTS,CONCERT BAND,na,216
SECONDARY,CLUBS AND SOCIETIES,AERO-MODELLING,AERO-MODELLING,216
SECONDARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,ART CLUB,216
SECONDARY,PHYSICAL SPORTS,BASKETBALL,na,217
SECONDARY,PHYSICAL SPORTS,NETBALL,na,217
SECONDARY,PHYSICAL SPORTS,RUGBY,na,217
SECONDARY,PHYSICAL SPORTS,TABLE TENNIS,na,217
SECONDARY,PHYSICAL SPORTS,VOLLEYBALL,na,217
SECONDARY,UNIFORMED GROUPS,NATIONAL POLICE CADET CORPS,na,217
SECONDARY,UNIFORMED GROUPS,ST JOHN BRIGADE,na,217
SECONDARY,UNIFORMED GROUPS,SCOUTS,na,217
SECONDARY,UNIFORMED GROUPS,NATIONAL CADET CORPS (LAND),na,217
SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,na,217
SECONDARY,PHYSICAL SPORTS,JUDO,na,217
SECONDARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,na,217
SECONDARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,na,217
SECONDARY,VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,na,217
SECONDARY,CLUBS AND SOCIETIES,ROBOTICS,ALPHA ROBOTICS,217
SECONDARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),na,217
SECONDARY,VISUAL AND PERFORMING ARTS,CONCERT BAND,na,217
PRIMARY,PHYSICAL SPORTS,OUTDOOR ADVENTURE,na,218
PRIMARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,na,218
PRIMARY,VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,ENGLISH AND DRAMA CLUB,218
PRIMARY,CLUBS AND SOCIETIES,PHYSICAL SCIENCE,na,218
PRIMARY,PHYSICAL SPORTS,NETBALL,na,218
PRIMARY,PHYSICAL SPORTS,SEPAKTAKRAW,na,218
PRIMARY,PHYSICAL SPORTS,SWIMMING,na,218
PRIMARY,PHYSICAL SPORTS,VOLLEYBALL,na,218
PRIMARY,UNIFORMED GROUPS,RED CROSS YOUTH,na,218
PRIMARY,UNIFORMED GROUPS,GIRL GUIDES (BROWNIES),BROWNIES,218
PRIMARY,VISUAL AND PERFORMING ARTS,ANGKLUNG/KULINTANG ENSEMBLE,ANGKLUNG,218
PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na,218
PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,ART CLUB,218
PRIMARY,CLUBS AND SOCIETIES,MATHEMATICS,MATHS CLUB,218
PRIMARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),ICT CLUB,218
SECONDARY,PHYSICAL SPORTS,CRICKET,CRICKET,219
SECONDARY,PHYSICAL SPORTS,NETBALL,NETBALL,219
SECONDARY,PHYSICAL SPORTS,TCHOUKBALL,TCHOUKBALL,219
SECONDARY,UNIFORMED GROUPS,NATIONAL POLICE CADET CORPS,NATIONAL POLICE CADET CORPS,219
SECONDARY,UNIFORMED GROUPS,NATIONAL CADET CORPS (LAND),NATIONAL CADET CORPS (LAND),219
SECONDARY,VISUAL AND PERFORMING ARTS,ANGKLUNG/KULINTANG ENSEMBLE,ANGKLUNG/KULINTANG ENSEMBLE,219
SECONDARY,VISUAL AND PERFORMING ARTS,MARCHING BAND,MARCHING BAND,219
SECONDARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,DANCE SOCIETY,219
PRIMARY,PHYSICAL SPORTS,NETBALL,na,220
PRIMARY,PHYSICAL SPORTS,FOOTBALL,na,220
PRIMARY,PHYSICAL SPORTS,TRACK AND FIELD,Athletics,220
PRIMARY,PHYSICAL SPORTS,WUSHU,na,220
PRIMARY,UNIFORMED GROUPS,SCOUTS,na,220
PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE ORCHESTRA,na,220
PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na,220
PRIMARY,VISUAL AND PERFORMING ARTS,INDIAN DANCE,na,220
PRIMARY,VISUAL AND PERFORMING ARTS,MALAY DANCE,na,220
PRIMARY,CLUBS AND SOCIETIES,ROBOTICS,Infocomm Club,220
PRIMARY,CLUBS AND SOCIETIES,PHYSICAL SCIENCE,INNO Science Club,220
PRIMARY,UNIFORMED GROUPS,BOYS' BRIGADE,na,220
PRIMARY,UNIFORMED GROUPS,GIRLS' BRIGADE,na,220
PRIMARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,Contemporary Dance,220
PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,Art Expression Club,220
PRIMARY,VISUAL AND PERFORMING ARTS,BRASS BAND,na,221
PRIMARY,VISUAL AND PERFORMING ARTS,OPERA/OPERATTA,CHINESE OPERA,221
PRIMARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (COMPUTING),na,221
PRIMARY,PHYSICAL SPORTS,OUTDOOR ADVENTURE,na,221
PRIMARY,PHYSICAL SPORTS,BADMINTON,na,221
PRIMARY,PHYSICAL SPORTS,BASKETBALL,na,221
PRIMARY,PHYSICAL SPORTS,TABLE TENNIS,na,221
PRIMARY,PHYSICAL SPORTS,WUSHU,na,221
PRIMARY,PHYSICAL SPORTS,VOLLEYBALL,na,221
PRIMARY,UNIFORMED GROUPS,SCOUTS,na,221
PRIMARY,UNIFORMED GROUPS,GIRL GUIDES (BROWNIES),BROWNIES,221
PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE ORCHESTRA,CHINESE ORCHESTRA,221
PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE DANCE,CHINESE DANCE,221
PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE DRUMS,na,221
PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,na,221
PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE CALLIGRAPHY AND BRUSH PAINTING,na,221
PRIMARY,CLUBS AND SOCIETIES,PHYSICAL SCIENCE,SCIENCE CLUB,221
SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,na,222
SECONDARY,VISUAL AND PERFORMING ARTS,CONCERT BAND,SYMPHONIC BAND,222
SECONDARY,CLUBS AND SOCIETIES,AUDIO VISUAL AID,AUDIO ENGINEERING,222
SECONDARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),PHMEDIA,222
SECONDARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,DANCE,222
SECONDARY,VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,DRAMA (ENGLISH),222
SECONDARY,VISUAL AND PERFORMING ARTS,GUZHENG ENSEMBLE,na,222
SECONDARY,PHYSICAL SPORTS,BADMINTON,na,222
SECONDARY,PHYSICAL SPORTS,BASKETBALL,na,222
SECONDARY,PHYSICAL SPORTS,FOOTBALL,na,222
SECONDARY,PHYSICAL SPORTS,TABLE TENNIS,na,222
SECONDARY,PHYSICAL SPORTS,VOLLEYBALL,na,222
SECONDARY,UNIFORMED GROUPS,BOYS' BRIGADE,na,222
SECONDARY,UNIFORMED GROUPS,GIRLS' BRIGADE,na,222
SECONDARY,UNIFORMED GROUPS,NATIONAL POLICE CADET CORPS,na,222
SECONDARY,UNIFORMED GROUPS,NATIONAL CADET CORPS (SEA),na,222
SECONDARY,UNIFORMED GROUPS,NATIONAL CIVIL DEFENCE CADET CORPS,na,222
SECONDARY,VISUAL AND PERFORMING ARTS,CHINESE ORCHESTRA,na,222
PRIMARY,PHYSICAL SPORTS,HEALTH AND FITNESS,na,224
PRIMARY,PHYSICAL SPORTS,MODULAR CCA (SPORTS),na,224
PRIMARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (COMPUTING),na,224
PRIMARY,CLUBS AND SOCIETIES,ENVIRONMENTAL SCIENCE,na,224
PRIMARY,PHYSICAL SPORTS,BADMINTON,BADMINTON,224
PRIMARY,PHYSICAL SPORTS,BASKETBALL,BASKETBALL,224
PRIMARY,PHYSICAL SPORTS,FOOTBALL,FOOTBALL,224
PRIMARY,PHYSICAL SPORTS,FLOORBALL,FLOORBALL,224
PRIMARY,UNIFORMED GROUPS,SCOUTS,SCOUTS,224
PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,CHOIR,224
PRIMARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,DANCE,224
PRIMARY,VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,ENGLISH DRAMA,224
PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,ART AND CRAFT CLUB,224
PRIMARY,PHYSICAL SPORTS,BASKETBALL,na,226
PRIMARY,PHYSICAL SPORTS,HOCKEY,na,226
PRIMARY,UNIFORMED GROUPS,BOYS' BRIGADE,na,226
PRIMARY,UNIFORMED GROUPS,GIRLS' BRIGADE,na,226
PRIMARY,VISUAL AND PERFORMING ARTS,ANGKLUNG/KULINTANG ENSEMBLE,na,226
PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na,226
PRIMARY,VISUAL AND PERFORMING ARTS,GUZHENG ENSEMBLE,na,226
PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE DANCE,na,226
PRIMARY,VISUAL AND PERFORMING ARTS,INDIAN DANCE,na,226
PRIMARY,VISUAL AND PERFORMING ARTS,MALAY DANCE,na,226
PRIMARY,VISUAL AND PERFORMING ARTS,CONCERT BAND,na,226
PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,Art Club,226
PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE CALLIGRAPHY AND BRUSH PAINTING,na,226
PRIMARY,CLUBS AND SOCIETIES,MEDIA RESOURCE LIBRARY,na,226
PRIMARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),INFOCOMM & JOURNALISM CLUB,226
PRIMARY,PHYSICAL SPORTS,HEALTH AND FITNESS,na,226
PRIMARY,PHYSICAL SPORTS,MODULAR CCA (SPORTS),na,226
PRIMARY,CLUBS AND SOCIETIES,"ENGLISH LANGUAGE, DRAMA AND DEBATING",ENGLISH DRAMA AND DEBATE CLUB,226
PRIMARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (COMPUTING),na,226
PRIMARY,CLUBS AND SOCIETIES,DESIGN AND INNOVATION,DESIGN AND INNOVATION,226
SECONDARY,PHYSICAL SPORTS,SHOOTING,SHOOTING,227
SECONDARY,PHYSICAL SPORTS,BASKETBALL,BASKETBALL,227
SECONDARY,PHYSICAL SPORTS,NETBALL,NETBALL,227
SECONDARY,PHYSICAL SPORTS,FOOTBALL,FOOTBALL,227
SECONDARY,PHYSICAL SPORTS,TABLE TENNIS,TABLE TENNIS,227
SECONDARY,PHYSICAL SPORTS,VOLLEYBALL,VOLLEYBALL,227
SECONDARY,UNIFORMED GROUPS,NATIONAL POLICE CADET CORPS,NATIONAL POLICE CADET CORPS,227
SECONDARY,UNIFORMED GROUPS,RED CROSS YOUTH,RED CROSS YOUTH,227
SECONDARY,UNIFORMED GROUPS,SCOUTS,SCOUTS,227
SECONDARY,UNIFORMED GROUPS,NATIONAL CADET CORPS (LAND),NATIONAL CADET CORPS (LAND),227
SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,CHOIR,227
SECONDARY,VISUAL AND PERFORMING ARTS,GUZHENG ENSEMBLE,GUZHENG ENSEMBLE,227
SECONDARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,MODERN DANCE,227
SECONDARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,ART AND CRAFTS,227
SECONDARY,CLUBS AND SOCIETIES,AUDIO VISUAL AID,AUDIO VISUAL AID,227
SECONDARY,CLUBS AND SOCIETIES,"ENGLISH LANGUAGE, DRAMA AND DEBATING","ENGLISH LANGUAGE, DRAMA AND DEBATING",227
SECONDARY,CLUBS AND SOCIETIES,COMMUNITY SERVICE (ROTARY-SPONSORED),INTERACT CLUB,227
SECONDARY,CLUBS AND SOCIETIES,"INDIAN LANGUAGE, DRAMA AND DEBATING","INDIAN LANGUAGE, DRAMA AND DEBATING",227
SECONDARY,CLUBS AND SOCIETIES,ENVIRONMENTAL SCIENCE,ENVIRONMENTAL CLUB,227
PRIMARY,PHYSICAL SPORTS,BADMINTON,BADMINTON,228
PRIMARY,PHYSICAL SPORTS,WUSHU,WUSHU,228
PRIMARY,PHYSICAL SPORTS,FLOORBALL,FLOORBALL,228
PRIMARY,UNIFORMED GROUPS,SCOUTS,SCOUTS,228
PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,CHOIR,228
PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,ART AND CRAFTS,228
PRIMARY,CLUBS AND SOCIETIES,COMMUNITY SERVICE,SERVICE AND INTERACT CLUB,228
PRIMARY,PHYSICAL SPORTS,BASKETBALL,BASKETBALL,229
PRIMARY,PHYSICAL SPORTS,TABLE TENNIS,TABLE TENNIS,229
PRIMARY,PHYSICAL SPORTS,WUSHU,WUSHU,229
PRIMARY,PHYSICAL SPORTS,VOLLEYBALL,VOLLEYBALL,229
PRIMARY,PHYSICAL SPORTS,FLOORBALL,FLOORBALL,229
PRIMARY,UNIFORMED GROUPS,SCOUTS,SCOUTS,229
PRIMARY,UNIFORMED GROUPS,GIRL GUIDES (BROWNIES),GIRL GUIDES (BROWNIES),229
PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,CHOIR,229
PRIMARY,VISUAL AND PERFORMING ARTS,GUZHENG ENSEMBLE,GUZHENG ENSEMBLE,229
PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE DANCE,CHINESE DANCE,229
PRIMARY,VISUAL AND PERFORMING ARTS,INDIAN DANCE,INDIAN DANCE,229
PRIMARY,VISUAL AND PERFORMING ARTS,MALAY DANCE,MALAY DANCE,229
PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,ART CLUB,229
PRIMARY,CLUBS AND SOCIETIES,"ENGLISH LANGUAGE, DRAMA AND DEBATING",THEATRICAL ARTS & MASS MEDIA,229
PRIMARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),INFOCOMM CLUB,229
PRIMARY,VISUAL AND PERFORMING ARTS,SPEECH AND DRAMA,MUSIC & DRAMA,230
PRIMARY,PHYSICAL SPORTS,BADMINTON,na,231
PRIMARY,PHYSICAL SPORTS,BASKETBALL,na,231
PRIMARY,PHYSICAL SPORTS,FOOTBALL,na,231
PRIMARY,PHYSICAL SPORTS,SOFTBALL,na,231
PRIMARY,PHYSICAL SPORTS,SWIMMING,na,231
PRIMARY,UNIFORMED GROUPS,BOYS' BRIGADE,na,231
PRIMARY,UNIFORMED GROUPS,GIRLS' BRIGADE,na,231
PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE ORCHESTRA,na,231
PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na,231
PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE DANCE,na,231
PRIMARY,VISUAL AND PERFORMING ARTS,INDIAN DANCE,na,231
PRIMARY,VISUAL AND PERFORMING ARTS,MALAY DANCE,na,231
PRIMARY,VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,DRAMA CLUB,231
PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,VISUAL ART CLUB,231
PRIMARY,CLUBS AND SOCIETIES,MATHEMATICS,MATHEMATICS CLUB,231
PRIMARY,CLUBS AND SOCIETIES,CHINESE WEIQI,WEIQI CLUB,231
PRIMARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,INTERNATIONAL DANCE,231
PRIMARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (COMPUTING),INFOCOMM CLUB,231
PRIMARY,CLUBS AND SOCIETIES,ENVIRONMENTAL SCIENCE,SCIENCE AND GREEN CLUB,231
SECONDARY,PHYSICAL SPORTS,BASKETBALL,BASKETBALL,232
SECONDARY,PHYSICAL SPORTS,FOOTBALL,FOOTBALL,232
SECONDARY,PHYSICAL SPORTS,TABLE TENNIS,na,232
SECONDARY,PHYSICAL SPORTS,WUSHU,na,232
SECONDARY,PHYSICAL SPORTS,VOLLEYBALL,na,232
SECONDARY,UNIFORMED GROUPS,GIRL GUIDES,na,232
SECONDARY,UNIFORMED GROUPS,NATIONAL POLICE CADET CORPS,NATIONAL POLICE CADET CORPS,232
SECONDARY,UNIFORMED GROUPS,RED CROSS YOUTH,na,232
SECONDARY,UNIFORMED GROUPS,SCOUTS,SEA SCOUTS,232
SECONDARY,UNIFORMED GROUPS,NATIONAL CADET CORPS (LAND),NATIONAL CADET CORPS (LAND),232
SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,na,232
SECONDARY,VISUAL AND PERFORMING ARTS,CHINESE DANCE,na,232
SECONDARY,VISUAL AND PERFORMING ARTS,MALAY DANCE,na,232
SECONDARY,VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,na,232
SECONDARY,VISUAL AND PERFORMING ARTS,CONCERT BAND,na,232
SECONDARY,CLUBS AND SOCIETIES,STRATEGY GAMES,STRATEGY GAMES,232
SECONDARY,CLUBS AND SOCIETIES,DESIGN AND INNOVATION,DESIGN AND INNOVATION,232
SECONDARY,VISUAL AND PERFORMING ARTS,DIGITAL MEDIA,na,232
SECONDARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (COMPUTING),INFOCOMM TECHNOLOGY (COMPUTING),232
SECONDARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,na,233
SECONDARY,CLUBS AND SOCIETIES,MEDIA RESOURCE LIBRARY,SCHOOL LIBRARY,233
SECONDARY,CLUBS AND SOCIETIES,ENVIRONMENTAL SCIENCE,na,233
SECONDARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),na,233
SECONDARY,CLUBS AND SOCIETIES,COMMUNITY SERVICE,na,233
SECONDARY,VISUAL AND PERFORMING ARTS,CONCERT BAND,na,233
SECONDARY,PHYSICAL SPORTS,BADMINTON,na,233
SECONDARY,PHYSICAL SPORTS,BASKETBALL,na,233
SECONDARY,PHYSICAL SPORTS,HOCKEY,na,233
SECONDARY,PHYSICAL SPORTS,FOOTBALL,na,233
SECONDARY,PHYSICAL SPORTS,VOLLEYBALL,na,233
SECONDARY,UNIFORMED GROUPS,BOYS' BRIGADE,na,233
SECONDARY,UNIFORMED GROUPS,GIRL GUIDES,na,233
SECONDARY,UNIFORMED GROUPS,NATIONAL POLICE CADET CORPS,na,233
SECONDARY,UNIFORMED GROUPS,NATIONAL CADET CORPS (LAND),na,233
SECONDARY,UNIFORMED GROUPS,NATIONAL CIVIL DEFENCE CADET CORPS,na,233
SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,na,233
SECONDARY,VISUAL AND PERFORMING ARTS,CHINESE DANCE,na,233
SECONDARY,CLUBS AND SOCIETIES,"ENGLISH LANGUAGE, DRAMA AND DEBATING",ENLGISH SPEECH AND DRAMA,233
SECONDARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,na,233
PRIMARY,PHYSICAL SPORTS,BASKETBALL,BASKETBALL,234
PRIMARY,PHYSICAL SPORTS,HOCKEY,HOCKEY,234
PRIMARY,PHYSICAL SPORTS,RUGBY,RUGBY,234
PRIMARY,PHYSICAL SPORTS,FOOTBALL,FOOTBALL,234
PRIMARY,PHYSICAL SPORTS,TABLE TENNIS,TABLE TENNIS,234
PRIMARY,UNIFORMED GROUPS,BOYS' BRIGADE,BOYS' BRIGADE,234
PRIMARY,UNIFORMED GROUPS,GIRLS' BRIGADE,GIRLS' BRIGADE,234
PRIMARY,UNIFORMED GROUPS,SCOUTS,SCOUTS,234
PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE ORCHESTRA,CHINESE ORCHESTRA,234
PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,CHOIR,234
PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE DANCE,CHINESE DANCE,234
PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,ART AND CRAFTS,234
PRIMARY,CLUBS AND SOCIETIES,MEDIA RESOURCE LIBRARY,MEDIA RESOURCE LIBRARY,234
PRIMARY,PHYSICAL SPORTS,BADMINTON,na,235
PRIMARY,PHYSICAL SPORTS,BASKETBALL,na,235
